analysis_id,sample_id,assembly_run_id,experiment_type,pipeline_version,instrument_platform,study_id,bioproject,study_name,n_samples,centre_name,biomes
MGYA00216488,ERS1426835,ERR1713388,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216489,ERS1426802,ERR1713355,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216490,ERS1426799,ERR1713352,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216491,ERS1426822,ERR2592263,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216492,ERS1426780,ERR1725942,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216493,ERS1426779,ERR2592245,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216494,ERS1426823,ERR1725992,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216495,ERS1426781,ERR1725945,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216496,ERS1426781,ERR1713334,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216497,ERS1426825,ERR2592265,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216498,ERS1426790,ERR1725964,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216499,ERS1426849,ERR1726019,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216500,ERS1426839,ERR1713392,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216501,ERS1426796,ERR1713349,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216502,ERS1426820,ERR2592262,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216503,ERS1426830,ERR1713383,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216504,ERS1426838,ERR1713391,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216505,ERS1426801,ERR2592334,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216506,ERS1426853,ERR1713406,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216507,ERS1426779,ERR1713332,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216508,ERS1426819,ERR1713372,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216509,ERS1426807,ERR1725977,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216510,ERS1426846,ERR1726014,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216511,ERS1426803,ERR1713356,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216512,ERS1426793,ERR1713346,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216513,ERS1426783,ERR2592248,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216514,ERS1426826,ERR1725998,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216515,ERS1426807,ERR1725976,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216516,ERS1426790,ERR2592251,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216517,ERS1426845,ERR1713398,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216518,ERS1426846,ERR2592340,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216519,ERS1426826,ERR2592338,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216520,ERS1426786,ERR2592329,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216521,ERS1426848,ERR1713401,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216522,ERS1426804,ERR2592256,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216523,ERS1426843,ERR1713396,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216524,ERS1426848,ERR1726017,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216525,ERS1426782,ERR1725947,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216526,ERS1426826,ERR2592266,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216527,ERS1426795,ERR1725968,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216528,ERS1426851,ERR1726028,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216529,ERS1426778,ERR1725938,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216530,ERS1426780,ERR1725943,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216531,ERS1426781,ERR2592246,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216532,ERS1426781,ERR1725946,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216533,ERS1426826,ERR1713379,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216534,ERS1426851,ERR1726027,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216535,ERS1426846,ERR1726012,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216536,ERS1426823,ERR1725993,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216537,ERS1426850,ERR1726023,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216538,ERS1426788,ERR1725960,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216539,ERS1426851,ERR1726025,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216540,ERS1426854,ERR1713407,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216541,ERS1426809,ERR1725978,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216542,ERS1426848,ERR2592277,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216543,ERS1426795,ERR2592254,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216544,ERS1426785,ERR1725953,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216545,ERS1426785,ERR1713338,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216546,ERS1426782,ERR1725948,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216547,ERS1426822,ERR1725990,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216548,ERS1426856,ERR1713409,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216549,ERS1426856,ERR2592281,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216550,ERS1426787,ERR1725958,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216551,ERS1426795,ERR2592332,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216552,ERS1426851,ERR1713404,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216553,ERS1426851,ERR1726026,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216554,ERS1426826,ERR1725997,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216555,ERS1426839,ERR1726006,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216556,ERS1426816,ERR1725986,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216557,ERS1426821,ERR1725988,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216558,ERS1426816,ERR2592261,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216559,ERS1426801,ERR1725971,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216560,ERS1426801,ERR1725970,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216561,ERS1426810,ERR1725979,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216562,ERS1426824,ERR1713377,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216563,ERS1426841,ERR1713394,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216564,ERS1426858,ERR1726034,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216565,ERS1426842,ERR2592273,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216566,ERS1426809,ERR2592258,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216567,ERS1426824,ERR2592337,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
